id	last-week	last-month	last-6-months
2009.05987	True	True	False
2009.04348	True	True	True
1910.07345	True	True	False
2009.01251	True	True	True
2009.07856	True	True	False
2008.12312	True	True	True
2009.06608	True	True	False
2009.07580	True	False	False
2009.01952	True	True	True
2008.07522	True	False	True
2009.05981	True	True	False
2006.14477	True	True	True
2009.04731	True	True	False
2007.05535	True	False	True
2008.10218	True	True	True
2007.00739	True	True	False
2005.12507	True	True	False
2009.08881	True	True	False
2006.01690	True	True	False
2005.05991	True	True	False
2005.04233	True	True	True
2009.08878	True	True	False
2003.10454	True	True	True
2009.07592	True	False	False
2009.08307	True	True	False
1607.02707	True	True	False
2009.02937	True	True	False
2009.06113	True	True	False
2009.04290	True	True	True
0910.4261	True	True	False
2008.02841	True	True	False
2009.07746	True	True	False
2005.14454	True	True	False
1408.4177	True	True	False
2009.02919	True	True	False
2005.10436	True	True	False
2009.05755	True	True	False
2009.07146	True	True	False
2008.08092	True	True	True
2008.10297	True	True	False
1908.04210	True	True	False
2009.07474	True	True	False
2009.03911	True	True	False
1006.2470	True	True	False
2009.04680	True	True	False
2009.00407	True	True	True
2009.08396	True	True	False
2007.09160	True	True	False
2009.03571	True	True	False
2009.03144	True	True	False
2009.07284	True	False	False
2009.04088	True	False	False
2002.02968	True	True	False
2009.03313	True	True	True
2007.03024	True	False	False
2007.12705	True	True	True
2009.08658	True	False	False
1401.1342	True	False	False
2004.11929	True	True	True
2009.05467	True	True	True
2008.09780	True	True	True
2008.11210	True	True	True
2009.02328	True	True	True
2009.03286	True	True	True
2009.02036	True	True	True
2009.08154	True	True	False
2007.06577	True	True	False
2009.06759	True	True	False
2009.05590	True	True	False
2008.10637	True	True	False
2009.00020	True	True	True
2009.03440	True	False	False
2009.03083	True	True	True
2009.06997	True	True	False
2008.06514	True	True	True
2009.04676	True	True	False
2009.03369	True	False	False
2005.13972	True	True	True
2005.11078	True	True	True
2009.07869	True	True	False
2009.05466	True	True	False
1205.5235	True	True	False
2008.06873	True	False	True
2009.04688	True	True	False
2009.01720	True	True	False
2006.14632	True	True	False
2009.05947	True	False	False
2009.02135	True	True	True
2008.05941	True	True	False
2009.03861	True	True	False
2007.13751	True	True	True
2009.06850	True	True	False
2009.06972	True	True	False
2008.08831	True	True	True
2006.06706	True	False	True
2009.06495	True	True	False
2006.00013	True	True	False
2009.07458	True	False	False
2009.08306	True	True	False
2009.05123	True	True	False
2006.16149	True	True	True
2009.03176	True	True	True
2009.02434	True	True	True
2009.03577	True	True	False
2009.01500	True	True	False
2007.10374	True	True	True
2005.02723	True	True	False
1608.07581	True	True	False
2007.00082	True	True	True
2001.11044	True	True	True
2009.04784	True	True	False
2009.03900	True	True	True
2008.09121	True	True	True
2006.13101	True	True	False
2009.06695	True	True	False
2009.05143	True	True	False
2002.09918	True	False	False
2008.12619	True	True	True
1908.09989	True	True	False
2007.08472	True	True	True
2009.08231	True	False	False
2008.03396	True	False	False
2009.07860	True	True	False
2009.03438	True	True	False
2009.05672	True	True	False
1807.02120	True	True	False
2004.06731	True	True	True
2009.02339	True	True	False
2007.14688	True	True	True
2009.07939	True	True	False
2009.07711	True	True	False
2008.05490	True	True	True
2009.05362	True	True	False
2009.06656	True	True	False
2009.03287	True	True	True
2009.07488	True	True	False
2009.06269	True	True	False
2009.09004	True	True	True
2009.10726	True	True	True
2009.11935	True	True	True
2009.11344	True	True	True
2009.10727	True	True	True
2009.11779	True	True	True
2009.10578	True	True	True
2009.11295	True	True	True
2009.10688	True	True	True
2009.10085	True	True	True
2009.10740	True	True	True
2009.10091	True	True	True
2009.11307	True	True	True
2009.09220	True	True	True
2009.10733	True	True	True
2009.10092	True	True	True
2009.09754	True	True	True
2009.12112	True	True	True
2009.10077	True	True	True
2009.08979	True	True	True
2009.11309	True	True	True
2009.11289	True	True	True
2009.10161	True	True	True
2009.11043	True	True	True
2009.10735	True	True	True
2009.08994	True	True	True
2009.11126	True	True	True
2009.09085	True	True	True
2009.11879	True	True	True
2009.10724	True	True	True
2009.07282	True	True	True
2009.08992	True	True	True
2009.10185	True	True	True
2009.10106	True	True	True
2009.10079	True	True	True
2009.11474	True	True	True
2009.09882	True	True	True
2009.10279	True	True	True
2009.10747	True	True	True
2009.11525	True	True	True
2009.11298	True	True	True
2009.10854	True	True	True
2009.08974	True	True	True
2009.11252	True	True	True
2009.09611	True	True	True
2009.09784	True	True	True
2009.09493	True	True	True
2009.08483	True	True	True
2009.08550	True	True	True
2009.12318	True	True	True
2009.10716	True	True	True
2009.10067	True	True	True
2009.10652	True	True	True
2009.11932	True	True	True
2009.10075	True	True	True
2009.10728	True	True	True
2009.08268	True	True	True
2009.11533	True	True	True
2009.10184	True	True	True
2009.09098	True	True	True
2009.12191	True	True	True
2009.10744	True	True	True
2009.10078	True	True	True
2009.08470	True	True	True
2009.11694	True	True	True
2009.08740	True	True	True
2009.09444	True	True	True
2009.05558	True	True	True
2009.11059	True	True	True
2009.11913	True	True	True
2009.11826	True	True	True
2009.06084	True	True	True
2009.06777	True	True	True
2009.10097	True	True	True
2009.09156	True	True	True
2009.09344	True	True	True
2009.08383	True	True	True
2009.10673	True	True	False
2009.10177	True	True	False
2009.11320	True	True	False
2009.08458	True	True	True
2009.06931	True	True	True
2009.12281	True	True	False
2009.08459	True	True	True
2009.11076	True	True	False
2009.08822	True	True	True
2009.09047	True	True	False
2009.07772	True	True	True
2009.08742	True	True	True
2009.09145	True	True	False
2009.10701	True	True	False
2009.09534	True	True	False
2009.07281	True	True	True
2009.08970	True	True	True
2009.12142	True	True	False
2009.10167	True	True	False
2009.06622	True	True	True
2009.04471	True	True	True
2009.09873	True	True	False
2009.08224	True	True	True
2001.05302	True	True	False
2009.07858	True	True	True
2009.11300	True	True	False
2009.07296	True	True	False
2009.07283	True	True	True
2009.08608	True	True	False
2009.11375	True	True	False
2009.10504	True	True	False
2009.11632	True	True	False
2009.07275	True	True	True
1911.12958	True	True	False
2009.11478	True	True	False
2009.10083	True	True	False
2009.11447	True	True	False
2009.11493	True	True	False
2009.10843	True	True	False
2009.10505	True	True	False
2009.06438	True	True	True
2009.10763	True	True	False
2009.11785	True	True	False
2006.15850	True	True	False
2009.10074	True	True	False
2009.11876	True	True	False
2009.11175	True	True	False
2009.09962	True	True	False
2009.12011	True	True	False
2009.12283	True	True	False
2009.08455	True	True	True
2009.08996	True	True	False
2009.11865	True	True	False
2008.08084	True	True	True
2009.10974	True	True	False
2009.11869	True	True	False
2009.07295	True	True	True
2009.11633	True	True	False
2009.08465	True	True	True
2009.11735	True	True	False
2009.08247	True	True	True
2009.11725	True	True	False
2009.08743	True	True	True
2009.07686	True	True	False
2009.09243	True	True	False
2009.10757	True	True	False
2009.11122	True	True	False
2009.09954	True	True	False
2009.10096	True	True	False
2009.08788	True	True	False
2009.11868	True	True	False
2009.12359	True	True	False
2009.06639	True	True	True
2009.10304	True	True	False
2009.06547	True	True	True
2009.11900	True	True	False
2009.11995	True	True	False
2009.06882	True	True	True
2009.09562	True	True	False
2009.10475	True	True	False
2009.08984	True	True	False
2009.10879	True	True	False
2009.07859	True	True	True
2006.06298	True	True	True
2009.07870	True	True	False
2009.07591	True	True	True
2009.05249	True	True	True
2008.13660	True	True	False
2009.10661	True	True	False
2009.09763	True	True	False
2009.11346	True	True	False
2009.07832	True	True	True
2009.05584	True	True	True
2009.11461	True	True	False
2009.05209	True	True	True
2009.03953	True	True	True
2009.09276	True	True	False
2009.05614	True	True	True
1912.06559	True	True	False
2009.11317	True	True	False
2009.07192	True	True	True
2009.02405	True	True	True
2009.10363	True	True	False
2009.07861	True	True	True
2009.11292	True	True	False
2009.09242	True	True	False
2009.11959	True	True	False
2002.01486	True	True	False
2001.11033	True	True	False
2007.13780	True	True	True
2009.10813	True	True	False
2009.09114	True	True	False
2009.05557	True	True	True
2009.08730	True	True	True
2009.11251	True	True	False
2009.10586	True	True	False
2009.11304	True	True	False
1912.00732	True	True	False
2008.04921	True	True	False
2009.08715	True	True	False
2007.11001	True	True	False
2007.04007	True	True	True
2009.09407	True	True	False
2006.15331	True	True	False
2007.08991	True	True	True
2009.12045	True	True	False
2009.08051	True	True	False
2009.11731	True	True	False
2006.12487	True	False	False
2007.14114	True	True	True
2009.03563	True	True	False
2009.03936	True	True	True
2007.16052	True	True	False
2004.01914	True	True	False
2009.06645	True	True	True
2007.13722	True	True	True
2009.08579	True	True	False
2006.03046	True	True	True
2009.12234	True	True	False
2009.06634	True	True	False
2008.12304	True	True	False
2009.10846	True	False	False
2009.03800	True	True	False
2001.06009	True	True	False
2009.07292	True	True	True
2009.01245	True	True	True
2008.10743	True	True	True
2009.11547	True	True	False
2009.11875	True	True	False
2009.03346	True	True	True
2009.06074	True	True	False
2007.15782	True	False	True
2008.13665	True	True	False
2009.00667	True	True	True
1302.6221	True	True	False
2008.01738	True	True	True
2009.12024	True	True	False
2009.07813	True	True	True
2006.05383	True	True	True
2009.10341	True	False	False
2009.12108	True	True	False
2009.08212	True	True	True
2009.05915	True	True	False
2009.07010	True	True	False
2009.10307	True	True	False
2009.11834	True	True	False
2009.10714	True	True	False
2006.10809	True	True	False
2006.11019	True	True	True
2008.09995	True	True	True
2002.11142	True	True	False
2009.00663	True	True	True
2009.09746	True	True	False
2009.08471	True	True	False
2007.08533	True	True	True
2007.12178	True	True	True
2007.10311	True	True	True
2009.02629	True	True	False
2009.07857	True	True	False
2003.02347	True	True	False
2008.10821	True	True	True
2007.13318	True	True	True
2009.11902	True	True	False
2009.02387	True	True	False
2009.06895	True	True	False
2007.02865	True	True	True
2009.06555	True	True	True
2009.08773	True	True	False
2009.02343	True	True	True
2007.11712	True	True	False
2009.10604	True	True	False
2009.10153	True	True	False
2008.13614	True	True	False
2009.06333	True	True	False
2006.06741	True	True	False
2009.10649	True	True	False
2007.03919	True	True	False
2009.10212	True	True	False
2009.05341	True	True	True
2006.15146	True	False	False
2009.10746	True	True	False
2008.11184	True	True	False
2009.08473	True	True	True
2009.07316	True	True	False
2009.12049	True	True	False
2009.09771	True	True	False
2009.04049	True	True	False
2009.03267	True	True	False
2007.12607	True	True	True
2009.11853	True	True	False
1811.04083	True	True	False
2009.09387	True	True	False
2004.06124	True	True	True
1910.11879	True	True	False
2009.11678	True	True	False
2009.05788	True	False	False
2009.11299	True	True	False
2009.10215	True	True	False
2009.09912	True	True	False
1911.12367	True	True	False
2003.04802	True	True	False
1810.10897	True	True	False
1912.07715	True	False	False
2002.11129	True	False	False
2009.06646	True	True	True
2009.10829	True	True	False
2007.05714	True	True	False
2008.13131	True	True	True
2008.07420	True	True	True
2009.05640	True	True	False
2009.09119	True	True	False
2007.12165	True	False	False
2009.05506	True	True	True
2009.10193	True	True	False
2009.08464	True	True	False
2009.11606	True	False	False
2004.11619	True	True	False
2009.09994	True	True	False
2009.02308	True	True	True
2009.07844	True	True	False
2003.09118	True	True	False
2009.07820	True	True	False
2006.08561	True	True	True
2009.11925	True	True	False
2008.08486	True	True	True
2007.06780	True	True	False
2009.10059	True	True	False
2009.07852	True	True	True
2009.03324	True	True	True
2009.06607	True	True	True
2008.08582	True	True	True
2009.07796	True	True	False
2009.05047	True	True	True
2009.05136	True	True	False
2009.04496	True	True	True
2001.08754	True	False	False
2008.05026	True	False	True
2009.02347	True	True	False
2009.09254	True	True	False
2009.04368	True	True	True
2006.13221	True	False	False
2009.01335	True	True	True
2008.08560	True	True	True
2004.13740	True	True	False
2009.11899	True	False	False
2009.11314	True	False	False
2007.11003	True	True	False
2009.10555	True	True	False
2009.05077	True	True	True
2009.10473	True	True	False
2007.13998	True	True	True
2009.07278	True	True	True
2009.10080	True	True	False
2009.02177	True	True	True
2009.11933	True	True	False
2009.07718	True	True	False
2009.00677	True	False	False
2007.06087	True	True	False
2008.11663	False	True	True
2008.08077	False	True	True
2008.08203	False	True	True
2008.09557	False	True	True
2008.09157	False	True	True
2008.11287	False	True	True
2008.10410	False	True	True
2008.10668	False	True	True
2008.09605	False	True	True
2008.09223	False	True	True
2008.10623	False	True	True
2008.09257	False	True	False
2008.09700	False	True	False
2008.06505	False	True	True
2006.13410	False	True	True
2008.09584	False	True	False
2008.10612	False	True	True
2008.09582	False	True	True
2008.07530	False	True	True
2008.11336	False	True	False
2008.11188	False	True	False
2008.10445	False	True	False
2008.09302	False	True	False
2008.10237	False	True	False
2008.10499	False	True	False
2008.10646	False	True	False
2008.10663	False	True	False
2008.11162	False	True	False
2008.10686	False	True	False
2007.00667	False	True	True
2008.10951	False	True	False
2008.08590	False	True	False
2008.09255	False	True	False
2008.09118	False	True	False
2008.08627	False	True	True
2008.09613	False	True	False
2008.06264	False	True	True
2008.02639	False	True	True
2008.09826	False	True	False
2008.11132	False	True	False
2008.08106	False	True	True
2008.09621	False	True	False
2008.10973	False	True	False
2008.09683	False	True	False
2008.08842	False	True	False
2008.11172	False	True	False
2008.09625	False	True	False
2008.10393	False	True	False
2007.14499	False	True	True
2008.02282	False	True	True
2008.09766	False	True	False
2005.12352	False	True	False
2007.05659	False	True	True
2006.01326	False	True	True
2008.10359	False	True	False
2007.15967	False	True	True
2007.15994	False	True	True
2008.09126	False	True	False
2008.09125	False	True	False
2008.09242	False	True	False
2006.14633	False	True	True
2008.10476	False	True	False
2006.09742	False	True	True
2008.11577	False	True	False
2008.11435	False	True	False
2008.09671	False	True	False
2008.09120	False	True	False
2006.15148	False	True	False
2006.13225	False	True	True
2008.10823	False	True	False
2008.10213	False	True	False
2008.04311	False	True	True
2008.05863	False	True	True
2008.09967	False	True	False
2005.03431	False	True	True
2008.10735	False	True	False
2007.15522	False	True	False
2008.07919	False	True	True
1911.06925	False	True	False
2008.05001	False	True	True
2004.07844	False	True	True
2008.07050	False	True	False
2008.08773	False	True	False
2001.06491	False	True	False
2008.09832	False	True	False
2008.12200	False	True	False
2008.09443	False	True	False
2008.12240	False	True	False
2008.07538	False	True	False
2008.11734	False	True	False
2008.04181	False	True	True
2005.12287	False	True	True
2008.04932	False	True	False
2008.08607	False	True	False
2008.09972	False	True	False
2008.10659	False	True	False
2008.08374	False	True	False
2008.11157	False	True	False
2006.13612	False	True	False
2008.10200	False	True	False
2008.09147	False	True	False
2007.02961	False	True	False
2008.07442	False	True	False
2007.11283	False	True	True
2008.08863	False	True	False
2008.07406	False	True	True
1911.03155	False	True	False
2008.05841	False	True	True
2007.01320	False	True	True
2008.04313	False	True	False
2008.09133	False	True	False
2008.10091	False	True	False
2008.11208	False	True	False
2006.15853	False	True	False
2008.09928	False	True	False
2008.09917	False	True	False
1907.03445	False	True	False
2008.09136	False	True	False
2006.15150	False	True	True
2006.15018	False	True	True
2007.06745	False	True	False
2008.08949	False	True	False
2006.06623	False	True	True
2006.06836	False	True	True
2008.03351	False	True	False
2005.09653	False	True	False
2008.07849	False	True	False
2007.12170	False	True	False
2008.08395	False	True	False
2008.02426	False	True	True
2006.16264	False	True	False
2008.11681	False	True	False
2008.10572	False	True	False
2006.08622	False	True	False
2006.10065	False	True	True
2008.09338	False	True	False
2008.08527	False	True	False
2006.08088	False	True	False
2008.07601	False	True	False
2008.11728	False	True	False
2008.08519	False	True	False
2006.14650	False	True	True
2008.10799	False	True	False
2008.05324	False	True	False
2008.06421	False	True	True
2008.04913	False	True	True
2008.08085	False	True	False
1911.11785	False	True	False
2008.12208	False	True	False
2008.06299	False	True	True
2006.01783	False	True	False
2008.11320	False	True	False
2007.08149	False	True	False
2006.16342	False	True	False
2008.08877	False	True	False
2008.01816	False	True	False
2008.10334	False	True	False
2008.10215	False	True	False
2008.04660	False	True	True
2006.12504	False	True	False
2008.09988	False	True	False
2008.11761	False	True	False
2008.10969	False	True	False
2008.07636	False	True	False
2008.02688	False	True	False
2008.10178	False	True	False
2008.09808	False	True	False
2008.11492	False	True	False
2008.02817	False	True	True
2008.09132	False	True	False
2008.09445	False	True	False
2008.11952	False	True	False
2006.06681	False	True	False
2008.09098	False	True	False
2004.10207	False	True	True
2004.08736	False	True	True
2008.09778	False	True	False
2005.06234	False	True	True
2008.10011	False	True	False
2009.01841	False	True	False
2008.11049	False	True	False
2009.03371	False	True	False
2009.00153	False	True	False
2007.07895	False	True	True
2009.01085	False	True	False
2009.03204	False	True	False
2008.11328	False	True	False
2009.02340	False	True	False
2009.04419	False	True	False
2008.10332	False	True	False
2008.13739	False	True	False
2009.01728	False	True	True
2009.01976	False	True	True
2009.00649	False	True	True
2009.01842	False	True	True
2009.00635	False	True	True
2009.00616	False	True	True
2009.03916	False	True	True
2009.00622	False	True	True
2009.00628	False	True	True
2009.01852	False	True	True
2009.01935	False	True	True
2008.12794	False	True	True
2009.02335	False	True	True
2008.12648	False	True	True
2009.00010	False	True	True
2008.12484	False	True	True
2009.00645	False	True	True
2009.01261	False	True	True
2008.12317	False	True	True
2009.00613	False	True	True
2009.01277	False	True	True
2009.02342	False	True	True
2009.01855	False	True	True
2009.01775	False	True	True
2008.12349	False	True	True
2009.04495	False	True	True
2009.01823	False	True	True
2008.13259	False	True	True
2009.00962	False	True	True
2009.01856	False	True	True
2008.13653	False	True	True
2008.12320	False	True	True
2009.00016	False	True	True
2009.00529	False	True	True
2008.13379	False	True	True
2009.02277	False	True	True
2009.03308	False	True	True
2009.00424	False	True	True
2009.02579	False	True	True
2009.01817	False	True	True
2008.11285	False	True	True
2009.03353	False	True	True
2008.13704	False	True	True
2009.01792	False	True	True
2009.01389	False	True	True
2009.03329	False	True	True
2008.13624	False	True	True
2008.11286	False	True	True
2009.00276	False	True	True
2008.12790	False	True	True
2009.03256	False	True	True
2009.00383	False	True	True
2008.13052	False	True	True
2009.04453	False	True	True
2009.03350	False	True	True
2009.02368	False	True	True
2009.03901	False	True	True
2008.12787	False	True	True
2009.04751	False	True	True
2008.12345	False	True	True
2009.03323	False	True	True
2008.09124	False	True	True
2009.03090	False	True	True
2009.00562	False	True	True
2009.02424	False	True	True
2008.11723	False	True	True
2008.12265	False	True	True
2008.13418	False	True	True
2008.12309	False	True	False
2006.08764	False	True	True
2009.00037	False	True	True
2009.03828	False	True	True
2009.00644	False	True	True
2009.00610	False	True	False
2009.01259	False	True	False
2009.00024	False	True	False
2008.12303	False	True	True
2009.01248	False	True	False
2008.12731	False	True	False
2009.01080	False	True	False
2008.12302	False	True	True
2008.13100	False	True	False
2008.12817	False	True	True
2008.13154	False	True	False
2009.03341	False	True	True
2009.01929	False	True	True
2008.09571	False	True	True
2009.00367	False	True	True
2009.00021	False	True	False
2009.03309	False	True	False
2009.02290	False	True	False
2009.02284	False	True	False
2009.00431	False	True	False
2009.00013	False	True	True
2008.13135	False	True	False
2008.13687	False	True	False
2008.10199	False	True	True
2009.01079	False	True	False
2008.11205	False	True	True
2008.13169	False	True	False
2009.04768	False	True	False
2008.12361	False	True	False
2009.01320	False	True	False
2008.11688	False	True	True
2009.04310	False	True	False
2009.00674	False	True	False
2009.01888	False	True	False
2008.12741	False	True	False
2008.12772	False	True	False
2008.09746	False	True	True
2009.05517	False	True	False
2008.12931	False	True	False
2009.01330	False	True	False
2008.13635	False	True	False
2008.13175	False	True	False
2007.14988	False	True	True
2009.05052	False	True	False
2009.01112	False	True	False
2008.13743	False	True	False
2008.12793	False	True	False
2008.12821	False	True	False
2008.09588	False	True	True
2009.00733	False	True	False
2009.03899	False	True	False
2007.14335	False	True	True
2009.00547	False	True	False
2009.04355	False	True	False
2008.11131	False	True	True
2009.05154	False	True	False
2009.00861	False	True	False
2009.01825	False	True	False
2009.05442	False	True	False
2008.12290	False	True	True
2008.12661	False	True	False
2008.08591	False	True	True
2007.09484	False	True	True
2008.12947	False	True	False
2009.03240	False	True	False
2008.13502	False	True	False
2008.08594	False	True	True
2009.03926	False	True	False
2009.00126	False	True	False
2009.00006	False	True	False
2009.01881	False	True	False
2009.04696	False	True	False
1904.01030	False	True	False
2009.04109	False	True	False
2008.11195	False	True	True
2007.15097	False	True	True
2008.10676	False	True	False
2008.00452	False	True	False
2007.08496	False	True	True
2009.00940	False	True	False
2009.04973	False	True	False
2008.12102	False	True	True
2009.03219	False	True	False
2009.00009	False	True	False
2009.00101	False	True	False
2005.12290	False	True	True
2008.10662	False	True	False
2009.00730	False	True	False
2008.12418	False	True	False
2006.06013	False	True	True
2009.00807	False	True	False
2007.09010	False	True	False
1308.4663	False	True	False
2009.02333	False	True	False
2008.11859	False	True	False
2009.01723	False	True	False
2009.02086	False	True	False
2009.01958	False	True	False
1712.07575	False	True	False
2009.00356	False	True	False
2009.01238	False	True	False
2009.00151	False	True	False
2009.00639	False	True	False
2008.13733	False	True	False
2008.08706	False	True	True
2009.03906	False	True	False
2009.01352	False	True	False
2008.12587	False	True	False
2009.00137	False	True	False
2008.12799	False	True	False
2009.02766	False	True	False
2009.04480	False	True	False
2008.03320	False	True	True
2009.01203	False	True	False
2008.12271	False	True	True
2008.11284	False	True	False
2008.08378	False	True	False
2008.05991	False	True	True
1612.05703	False	True	False
2009.01310	False	True	False
2008.11686	False	True	False
2009.03307	False	True	False
2005.04207	False	True	True
2009.02329	False	True	False
2009.04256	False	True	False
2006.06594	False	True	True
2008.12439	False	True	False
2009.00846	False	True	False
2009.00036	False	True	False
2009.00676	False	True	False
2009.00723	False	True	False
2009.03985	False	True	False
2009.00877	False	True	False
2008.09901	False	True	True
2009.03444	False	True	False
2008.11283	False	True	True
2008.13195	False	True	False
1805.09349	False	True	False
2007.16153	False	True	True
2008.13647	False	True	False
2009.03084	False	True	False
2008.09602	False	True	False
2008.09271	False	True	False
2007.12697	False	True	False
2009.00018	False	True	False
2008.11863	False	True	False
2002.08386	False	True	False
2009.02309	False	True	False
2008.12101	False	True	False
2008.12633	False	True	False
2007.00176	False	True	True
2009.00525	False	True	False
2002.07829	False	True	True
2009.05268	False	True	False
2008.13411	False	True	False
2007.15358	False	True	True
2008.12068	False	True	True
2008.08602	False	True	True
2009.03337	False	True	False
2008.10033	False	True	True
2009.05414	False	True	False
2009.00643	False	True	False
2008.12752	False	True	False
2009.00977	False	True	False
2008.00022	False	True	True
2008.11394	False	True	True
2008.10056	False	True	False
2008.12607	False	True	False
2009.00132	False	True	False
2008.08090	False	True	True
2008.09096	False	True	False
2007.05982	False	True	False
2009.00017	False	True	False
2009.02521	False	True	False
2009.02567	False	True	False
2009.03624	False	True	False
2008.12798	False	True	False
2008.12273	False	True	False
2007.00679	False	True	False
2008.10776	False	True	False
1910.14347	False	True	False
2008.12780	False	True	False
2009.01909	False	True	False
2009.02596	False	True	False
2008.12779	False	True	False
2009.01472	False	True	False
2009.04302	False	True	False
2009.03071	False	True	False
2008.09615	False	True	True
2008.12531	False	True	False
2006.07383	False	True	True
2008.07546	False	True	False
2008.10757	False	True	True
2008.12329	False	True	False
2007.12319	False	True	False
2008.09127	False	True	True
2009.01189	False	True	False
2002.02102	False	True	False
2006.14703	False	True	False
2007.06508	False	True	True
2007.13791	False	True	False
2008.04919	False	True	False
2009.03872	False	True	False
2008.11890	False	True	False
2009.04030	False	True	False
2008.13299	False	True	False
2008.04258	False	True	False
2006.12584	False	True	False
2009.01945	False	True	False
2008.06057	False	True	True
2006.13685	False	True	True
1911.13090	False	True	True
2009.03343	False	True	False
2008.09639	False	True	False
2009.04001	False	True	False
2008.12129	False	True	False
2003.01123	False	True	False
2006.14607	False	True	False
2005.12933	False	True	True
2009.04565	False	True	False
2008.13520	False	True	False
2009.03041	False	True	False
2009.01149	False	True	False
2009.02330	False	True	False
2009.02223	False	True	False
2009.03862	False	True	False
2001.10952	False	True	False
2001.03178	False	True	False
2009.01641	False	True	False
2009.04691	False	True	False
2006.14573	False	True	False
2009.04633	False	True	False
2005.07716	False	True	False
2009.04483	False	True	False
2008.06060	False	True	True
2007.03423	False	True	True
2006.15456	False	True	False
2008.05663	False	True	True
2009.01400	False	True	False
2008.11732	False	True	False
2009.00293	False	True	False
2006.12526	False	True	False
2009.00005	False	True	False
2008.10207	False	True	False
2009.03770	False	True	False
2005.14677	False	True	True
2002.01489	False	True	False
2009.03320	False	True	False
2009.01539	False	True	False
2008.11724	False	True	False
1910.04255	False	True	False
2007.03783	False	True	False
2009.01669	False	True	False
2009.01104	False	True	False
2009.02173	False	True	False
2009.02724	False	True	False
2007.00386	False	True	False
2008.11134	False	True	False
2008.12351	False	True	False
2006.04995	False	True	True
2009.01566	False	True	False
2007.14993	False	True	False
2008.13112	False	True	False
2008.05479	False	True	True
2008.04901	False	True	True
2007.02941	False	True	True
2009.00060	False	True	False
2009.03322	False	True	False
2009.03583	False	True	False
2007.00356	False	True	False
2009.00263	False	True	False
2009.05302	False	True	False
2008.02192	False	True	True
2009.01903	False	True	False
2009.00575	False	True	False
2006.10040	False	True	False
2008.06089	False	True	True
2008.08954	False	True	True
2008.10613	False	True	False
2008.09123	False	True	False
2009.04261	False	True	False
2005.07215	False	True	True
2008.08723	False	True	True
2008.11538	False	True	False
1508.05655	False	True	False
2004.10986	False	True	True
2009.03925	False	True	False
2007.03122	False	True	True
2008.12306	False	True	False
2009.02123	False	True	False
2007.04786	False	True	False
2008.11949	False	True	False
2007.11299	False	True	False
2008.09804	False	True	False
2008.02805	False	True	True
2006.14122	False	True	True
1805.10291	False	True	False
2008.08518	False	True	True
